Episode number;Time;Checkpoint;Hit;Direction;Speed;Acceleration;Step;CumulativeRew
172;151,292;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,467499;0,2679753;;84;-1,264525
173;151,618;;-1 + -1 + -1 + -1 + -1 + ;0,2808184;0,2870266;;150;-3,432155
174;152,1448;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;4,215034;0,561484;;266;3,776518
175;153,1737;;-1 + -1 + ;4,125023;0,6055939;;484;2,730618
176;154,802;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,687759;0,2879488;;100;-1,024291
177;155,2171;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,1684428;0,135394;;216;-2,696163
178;155,9851;;-1 + -1 + -1 + -1 + -1 + -1 + ;3,361404;0,5231777;;234;0,8845809
179;156,8058;;-1 + -1 + ;4,43343;0,3094078;;316;2,742837
180;157,9267;;-1 + -1 + -1 + -1 + ;3,466021;0,4416664;;217;-0,09231424
181;158,7149;;-1 + -1 + -1 + -1 + -1 + -1 + ;2,63499;0,4396404;;117;0,07462907
182;159,124;1 + ;-1 + -1 + -1 + -1 + -1 + -1 + ;5,829169;0,7928607;;383;3,62203
183;160,5296;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,458274;0,2537894;;317;-0,2879367
184;161,6371;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,7331685;0,1985149;;100;-2,068316
185;162,0197;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,4488722;0,2458127;;116;-2,305315
186;162,4556;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,984777;0,3533625;;267;0,338141
187;163,4574;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,948267;0,2460478;;83;-0,805686
188;163,78;;-1 + -1 + -1 + -1 + ;1,127941;0,2334476;;150;-2,63861
189;164,3002;;-1 + -1 + -1 + ;2,485632;0,3058356;;150;-0,2085321
190;164,8786;;-1 + -1 + -1 + ;5,562505;0,5647163;;267;3,127218
191;165,8736;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,464839;0,2678512;;417;1,732691
192;167,2986;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,79365;0,3257086;;233;1,11936
193;168,1713;;-1 + -1 + ;6,497205;0,6943384;;367;5,191542
194;169,4203;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,343383;0,2889255;;150;-4,367691
195;169,948;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,401144;0,2403149;;116;-1,358541
196;170,4137;1 + ;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;5,546241;0,6287782;;284;3,175019
197;171,4582;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,214014;0,2666317;;100;-2,519354
198;171,8434;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,485329;0,5699028;;250;3,055231
199;172,7889;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,6816561;0,1898463;;133;-2,128498
200;173,3037;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,09243038;0,166317;;117;-1,741253
201;173,7829;1 + ;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;10,95951;1,300489;;550;11,25999
202;175,6166;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,6949169;0,1736671;;66;-1,131416
203;175,9207;;-1 + -1 + -1 + -1 + -1 + -1 + ;1,030392;0,2231601;;167;-1,746448
204;176,5866;;-1 + ;1,449072;0,1384611;;117;0,5875324
205;177,0405;;-1 + -1 + -1 + -1 + ;1,666258;0,363676;;133;-1,970066
206;177,5524;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,250896;0,5710696;;217;2,821966
207;178,3861;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,9379978;0,1954313;;150;0,1334293
208;178,9387;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,729845;0,5023673;;183;1,232213
209;179,7147;;-1 + -1 + ;0,4273078;0,2410097;;117;-1,331683
210;180,1781;;-1 + -1 + -1 + ;3,061479;0,3763814;;316;1,437862
211;181,3333;;-1 + -1 + -1 + ;0,344451;0,2003574;;167;-0,4551918
212;182,0092;;-1 + -1 + -1 + ;1,49084;0,3170264;;83;-1,192133
213;182,3288;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,797031;0,2994994;;167;-0,9034693
214;182,9409;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,012489;0,223694;;117;-4,763816
215;183,3755;;-1 + -1 + -1 + ;1,427666;0,2636413;;116;-1,308694
216;183,7847;;-1 + -1 + -1 + -1 + ;0,5070769;0,1762357;;200;-2,316687
217;184,5141;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,329352;0,2416022;;150;-1,429045
218;185,0402;;-1 + -1 + -1 + -1 + -1 + -1 + ;1,320819;0,3398765;;150;-1,339304
219;185,6609;;-1 + -1 + -1 + ;2,824198;0,1793876;;167;0,003586054
220;186,2955;;-1 + -1 + -1 + -1 + ;-0,1586685;0,1815209;;83;-3,977148
221;186,6206;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,2745997;0,2012378;;67;-2,524163
