Episode number;Time;Checkpoint;Hit;Direction;Speed;Acceleration;Step;CumulativeRew
85;71,89557;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,245972;0,1966338;;250;-1,557394
86;72,75397;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,102565;0,2009047;;267;0,3034695
87;73,65659;;-1 + -1 + -1 + -1 + ;3,894859;0,4479472;;233;0,3428082
88;74,47054;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,8806596;0,1957802;;150;-1,92356
89;75,00449;;-1 + -1 + -1 + -1 + ;0,6482164;0,1769299;;134;-2,174854
90;75,50977;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,791514;0,2049046;;166;0,996419
91;76,12896;;-1 + -1 + -1 + ;2,093997;0,3403028;;150;-0,5657003
92;76,67149;;-1 + ;2,215574;0,3672133;;134;1,582788
93;77,17477;;-1 + -1 + -1 + -1 + -1 + -1 + ;1,610936;0,2989928;;116;-0,09007156
94;77,62646;;-1 + -1 + -1 + ;1,619781;0,3131582;;100;-1,067061
95;78,01724;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;6,17961;0,8714291;;484;4,051035
96;79,60371;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,3554529;0,2073589;;150;-3,437188
97;80,12254;;-1 + -1 + ;1,324667;0,291165;;83;-0,3841683
98;80,46762;;-1 + -1 + -1 + -1 + -1 + -1 + ;0,004410096;0,1730563;;183;-2,822534
99;81,09825;;-1 + -1 + -1 + ;1,392326;0,3212013;;117;-1,286473
100;81,55424;;-1 + -1 + -1 + ;6,82687;0,8846249;;300;5,711499
101;82,56709;;-1 + -1 + -1 + -1 + -1 + -1 + ;0,8413335;0,2067799;;100;-0,9518865
102;82,92141;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,8779258;0,1775629;;183;-5,944511
103;83,60146;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,017492;0,2790419;;200;2,296534
104;84,29649;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,083462;0,2038684;;100;-0,7126695
105;84,68417;;-1 + -1 + -1 + -1 + -1 + -1 + ;2,949355;0,3049861;;167;0,2543414
106;85,2337;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;4,876963;0,4755689;;350;2,352531
107;86,42483;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,2518396;0,1504403;;83;-2,59772
108;86,73843;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;10,85872;0,9311898;;617;8,789916
109;88,73392;;-1 + -1 + -1 + -1 + -1 + -1 + ;5,962012;1,133112;;367;5,095124
110;89,99229;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;4,030575;0,4002105;;266;-2,569212
111;90,90469;;-1 + ;3,777624;0,38986;;250;3,167484
112;91,77473;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,994133;0,3421805;;217;1,336313
113;92,53119;;-1 + -1 + ;1,055065;0,2620156;;100;-0,6829188
114;92,90441;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,5876672;0,1691284;;150;-2,243204
115;93,45499;;-1 + -1 + -1 + -1 + -1 + -1 + ;2,819192;0,5421337;;167;-2,638673
116;94,07942;;-1 + -1 + -1 + -1 + -1 + -1 + ;1,610407;0,345128;;133;-1,044465
117;94,5345;;-1 + -1 + -1 + -1 + -1 + -1 + ;0,7316837;0,3051944;;183;-1,963122
118;95,17211;;-1 + -1 + ;6,745665;1,0725;;334;5,818164
119;96,292;;-1 + ;2,999151;0,4742085;;183;2,473361
120;96,91163;;-1 + -1 + -1 + -1 + -1 + -1 + ;-0,3433259;0,133431;;183;-4,209895
121;97,58596;;-1 + -1 + -1 + -1 + -1 + ;2,612381;0,3370498;;234;-1,050569
122;98,43442;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,804558;0,4335386;;183;0,2380974
123;99,10785;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,14988;0,1709787;;217;-0,6791412
124;99,89675;2 + ;-1 + -1 + ;3,785483;0,8208072;;350;5,606288
125;101,1197;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,7736138;0,1253798;;116;-3,648234
126;101,6217;;-1 + -1 + -1 + ;0,6421549;0,1742749;;117;-2,18357
127;102,1326;;-1 + -1 + -1 + -1 + -1 + ;2,233516;0,4390855;;217;0,6726017
128;102,9448;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,3706292;0,1569953;;100;-3,213634
129;103,306;;-1 + -1 + -1 + -1 + -1 + -1 + ;1,930883;0,2267348;;83;-0,842382
130;103,5864;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,2749762;0,1107172;;133;-3,164259
131;104,1013;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,036217;0,2907066;;117;0,3269246
132;104,5533;2 + ;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;8,606576;1,280921;;433;8,887498
133;106,1595;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,021426;0,2419581;;84;0,2633842
134;106,5201;;-1 + -1 + -1 + -1 + ;3,751958;0,6149548;;350;3,366914
135;107,669;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,007686;0,2022253;;166;-5,790089
136;108,239;;-1 + -1 + ;4,457302;0,336669;;250;2,793969
137;109,1482;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,1718265;0,189071;;184;-3,982756
138;109,7794;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;5,070813;0,551607;;266;1,622418
139;110,7125;;-1 + -1 + -1 + -1 + -1 + -1 + ;-0,2455804;0,1528934;;167;-3,092687
140;111,3381;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;4,271163;0,4213638;;333;1,692527
141;112,4727;;-1 + -1 + -1 + -1 + -1 + -1 + ;0,5619355;0,2220383;;134;-3,216026
142;112,9877;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,392682;0,2383791;;116;-1,368938
143;113,4421;;-1 + ;1,052798;0,1004265;;334;0,1532245
144;114,5634;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,6910784;0,1982426;;100;-1,110679
145;114,9204;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,462457;0,2625805;;300;-0,2749622
146;115,9254;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,362181;0,4422365;;166;0,8044193
147;116,4848;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,356355;0,2356617;;117;-1,407984
148;116,9351;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,0247377;0,19452;;217;-2,780742
149;117,6911;;-1 + -1 + -1 + -1 + ;2,176908;0,2916664;;150;-1,531425
150;118,2112;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,18816;0,4286813;;233;1,616843
151;119,0631;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,6843386;0,2536625;;167;-2,061999
152;119,7605;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-1,746367;0,09459045;;133;-4,651777
153;120,2275;;-1 + -1 + -1 + -1 + -1 + -1 + ;1,062735;0,2842317;;67;-1,653033
154;120,5286;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;9,470417;0,897071;;433;7,367486
155;121,9491;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,7453798;0,1176591;;200;-3,627721
156;122,6484;;-1 + -1 + -1 + -1 + -1 + ;5,153183;0,5468971;;300;3,700078
157;123,6594;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,888166;0,3643476;;117;-0,7474866
158;124,0643;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;4,744749;0,573171;;316;-1,682079
159;125,2502;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;5,542653;0,6892384;;367;4,23189
160;126,5976;2 + ;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;4,2724;0,6708136;;200;4,943213
161;127,2706;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,95905;0,3351467;;183;2,294197
162;127,9258;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,134489;0,152306;;184;-6,982183
163;128,5786;;-1 + -1 + ;0,6844963;0,2300152;;266;-1,085489
164;129,5;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,252404;0,2835785;;184;0,5359831
165;130,1371;2 + ;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;11,11374;1,334501;;733;11,44825
