1;10,03491;
2;15,1385;
3;19,73511;
4;25,81709;
5;28,6553;
6;31,33535;
7;42,55325;
8;45,37703;
9;50,22;
0;54,35384;
1;57,01448;
2;61,11986;
3;65,45515;
4;72,89608;
5;75,91718;
6;78,21928;
7;86,772;
8;88,89416;
9;93,13398;
0;97,3993;
1;100,877;
2;105,019;
3;109,5303;
4;118,2401;
5;121,3949;
6;124,1978;
7;132,6985;
8;135,3992;
9;141,0756;
