1;11,05315;28
2;16,09937;0
3;21,87406;12
4;29,61489;0
5;32,89512;0
6;36,27324;0
7;46,2326;0
8;48,83623;0
9;54,41469;0
0;59,1174;0
1;61,63646;0
2;68,69286;0
3;74,05188;0
4;82,65488;0
5;86,05528;0
6;89,15864;0
7;98,75089;0
8;101,2732;0
9;106,2164;0
0;111,7532;0
1;114,4362;0
2;119,3549;0
3;125,9972;0
4;133,5898;0
5;137,4195;0
6;140,2591;0
7;150,9994;0
8;153,7143;0
9;158,8758;0
0;163,915;0
1;166,4756;0
2;171,6543;0
3;177,1373;0
4;184,8544;0
5;188,0796;0
6;191,8331;0
7;202,3162;0
8;204,5784;0
9;209,6378;0
0;214,7778;0
