1;14,41936;86
2;47,99593;130
3;51,45878;0
4;60,47529;83
5;67,23618;4
6;69,66219;0
7;75,50875;0
8;76,9748;0
9;82,77706;62
0;92,68768;133
1;94,37521;0
2;97,41586;0
3;100,9778;0
4;113,9118;110
5;115,8338;0
6;117,6336;0
7;227,3118;710
8;279,3154;350
9;285,2122;51
0;295,4743;125
1;301,0116;10
2;313,616;154
3;399,6172;452
4;457,9637;76
5;460,0736;0
6;462,2332;0
7;469,4333;0
8;470,7524;0
9;474,0349;0
0;477,4925;0
1;479,1717;0
2;482,8145;0
3;486,7552;0
4;491,9367;0
5;493,9737;28
6;496,6552;10
7;502,912;0
8;504,6332;0
9;508,7554;0
0;512,6749;0
1;514,5189;0
2;518,2757;25
3;521,8952;0
4;526,6325;0
5;528,6714;0
6;530,7772;0
7;537,1516;0
8;539,1166;0
9;542,9111;0
0;546,4155;0
1;548,5331;0
2;551,5587;0
3;555,1939;0
4;561,3939;0
5;576,2568;0
6;578,2162;0
7;585,372;0
8;586,853;0
9;590,6169;0
0;593,8418;0
1;595,6729;12
2;598,7729;0
3;602,1166;0
4;610,011;52
5;614,8156;115
6;617,6344;0
7;624,5959;0
8;626,0177;0
9;629,6258;0
0;633,0444;0
1;635,0622;0
2;639,0928;0
3;642,5723;0
4;651,1806;84
5;653,2197;0
6;655,1766;0
7;661,6719;0
8;663,2537;0
9;666,9948;0
0;670,6323;0
1;672,2379;0
2;675,3733;0
3;678,9973;0
4;685,2328;0
