1;10,0147;0
2;14,53637;0
3;19,21707;0
4;25,95889;0
5;28,9369;0
6;31,61698;0
7;41,2798;0
8;43,73788;0
9;48,71842;0
0;52,71934;0
1;55,03848;0
2;59,37088;0
3;64,31863;0
4;72,81435;0
5;76,17715;0
6;78,672;0
7;89,25782;0
8;91,13654;0
9;96,01701;0
0;100,7999;0
1;103,878;0
2;108,2747;0
3;113,5797;0
4;120,6996;0
5;123,5152;0
6;126,7792;0
7;134,4782;0
8;137,5997;0
9;143,2594;0
0;147,9382;0
1;150,0563;0
2;154,5595;0
3;159,3941;0
4;166,1933;0
5;168,6353;0
6;173,9957;30
7;183,5132;0
8;185,1227;0
9;190,3732;0
0;194,9137;0
1;197,8;0
2;202,4151;0
3;207,6161;0
4;214,7;6
