Episode number;Time;Checkpoint;Hit;Direction;Speed;Acceleration;Step;CumulativeRew
56;88,34352;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,515157;0,4037668;;183;-4,081076
57;89,08893;;-2 + -2 + -2 + ;1,665628;0,6149348;;150;-3,719437
58;89,62394;;-2 + -2 + ;1,32057;0,8972662;;167;-1,782165
59;90,2022;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,221252;1,53432;;400;-0,2444301
60;91,4847;;-2 + -2 + -2 + -2 + -2 + ;-0,2673524;0,6053261;;83;-3,662026
61;91,78807;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,467254;1,057775;;133;-7,474971
62;92,36876;;-2 + ;4,036626;1,859012;;250;3,895637
63;93,41797;;-2 + -2 + ;1,805393;1,202476;;284;-0,9921322
64;94,4823;;-2 + -2 + -2 + -2 + ;-0,6487514;0,5893926;;66;-8,059359
65;94,75757;;-2 + -2 + -2 + -2 + -2 + -2 + ;2,506895;1,418563;;150;-2,074543
66;95,34663;;-2 + -2 + -2 + -2 + ;0,5834706;0,9759347;;234;-6,440596
67;96,28819;;-2 + -2 + -2 + ;-0,03902266;0,7492507;;66;-5,289772
68;96,53708;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;8,358339;4,057005;;584;4,415349
69;98,8403;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;7,135404;3,109893;;550;4,245299
70;101,0039;;-2 + -2 + -2 + ;1,620812;0,8510363;;233;-3,528153
71;101,9669;;-2 + -2 + -2 + -2 + ;4,830287;1,836626;;350;-1,333083
72;103,1288;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;12,55331;5,408006;;683;14,96131
73;105,1672;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,301968;2,071425;;234;1,373391
74;105,9518;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,704383;1,384485;;350;-0,9111333
75;107,054;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,688373;0,9328067;;233;-1,378819
76;107,8336;;-2 + -2 + -2 + -2 + -2 + -2 + ;1,346922;0,9736434;;117;-3,679435
77;108,2235;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,168325;0,8970537;;200;-4,934623
78;108,9471;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,46326;1,584742;;116;-1,951998
79;109,4006;;-2 + -2 + -2 + -2 + -2 + ;8,3941;4,483444;;600;4,877535
80;111,5526;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;6,340439;3,256178;;350;3,596616
81;112,8813;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;0,4008752;1,047693;;450;-4,551433
82;114,6726;1 + ;-2 + -2 + -2 + -2 + ;11,06249;5,214105;;467;9,276596
83;116,5182;;-2 + -2 + -2 + -2 + -2 + ;4,480609;2,637951;;217;1,118559
84;117,4133;;-2 + -2 + -2 + -2 + ;2,363028;0,8919457;;133;-4,745027
85;117,9022;;-2 + -2 + -2 + ;1,476725;1,425148;;133;-3,098128
86;118,3501;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;0,4372521;0,6141857;;150;-6,948563
87;118,8748;;-2 + -2 + -2 + -2 + ;1,494916;1,293964;;84;-5,21112
88;119,2106;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;-0,07362875;0,4247808;;233;-3,648848
89;120,0225;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,191248;1,01815;;150;-4,790602
90;120,5365;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,861297;0,7964486;;100;-5,342254
91;120,9335;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,543139;0,8468597;;167;-5,610003
92;121,4755;;-2 + -2 + -2 + -2 + ;4,009596;1,699697;;216;-0,2907062
93;122,2212;;-2 + -2 + -2 + -2 + -2 + -2 + ;2,035727;1,53088;;117;-2,433393
94;122,5987;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;8,637281;3,684684;;467;7,32196
95;124,1164;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,400578;2,805856;;250;1,206432
96;125,095;;-2 + -2 + -2 + -2 + -2 + ;-0,4382633;0,5407436;;50;-5,89752
97;125,2904;;-2 + -2 + -2 + -2 + -2 + ;3,376407;1,409443;;200;0,78585
98;126,1256;;-2 + -2 + -2 + -2 + ;1,440621;0,8358246;;166;-3,723554
99;126,7457;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;7,757355;3,179809;;417;6,937165
100;128,3635;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,794765;1,333239;;250;0,1280046
101;129,3481;;-2 + -2 + ;1,415234;1,244388;;150;-1,340379
102;129,9389;;-2 + -2 + -2 + ;1,284111;1,095004;;83;-3,620884
103;130,2992;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,391591;2,172185;;650;0,563776
