1;7,034546;40
2;8,877898;0
3;11,17851;0
4;14,25971;0
5;20,75425;0
6;22,91917;0
7;24,51788;0
8;26,29396;0
9;28,33722;0
0;31,61335;0
1;39,03926;18
2;41,05915;0
3;43,81847;0
4;46,79382;0
5;53,15587;0
6;55,27659;0
7;57,2593;0
8;58,77809;0
9;60,595;0
0;64,27738;0
1;70,11233;0
2;71,93407;0
3;74,71796;0
4;77,5949;0
5;85,19491;0
6;88,27327;0
7;89,93908;0
8;91,25674;0
9;93,4162;0
0;96,69812;0
1;102,9951;0
2;104,734;0
3;107,616;0
4;110,4575;0
5;117,1178;0
6;119,2359;0
7;121,0359;0
8;122,5347;0
9;125,2586;0
0;128,4757;0
1;135,5564;40
2;137,8779;0
3;140,8165;0
4;144,0126;0
5;150,119;0
6;152,0347;0
7;154,1352;0
8;155,5763;0
9;158,516;0
0;162,4761;0
1;168,7971;0
2;170,9164;0
3;174,5141;0
4;176,9742;0
5;183,8732;0
6;186,3791;0
7;188,3979;0
8;190,4648;0
9;192,3981;0
0;195,6966;0
1;202,6376;16
2;205,2626;0
3;207,5658;0
4;210,5768;0
5;217,114;0
6;219,5528;0
7;221,5355;0
8;223,3384;0
9;225,6583;0
0;229,5562;0
1;235,1905;0
2;237,1329;0
3;239,7736;0
4;242,3954;0
5;248,4552;0
6;250,6793;0
7;252,3778;0
8;253,7393;0
9;255,6564;0
0;258,4394;0
1;265,6349;0
2;267,8573;0
3;270,8538;0
4;273,9376;0
5;280,4176;15
6;282,9732;0
7;285,098;0
8;286,7137;0
9;289,0768;0
0;292,2182;0
1;298,2177;0
2;299,9984;0
3;302,7977;0
4;305,8579;0
5;313,8363;41
6;316,9346;18
7;319,0338;0
8;320,8394;0
9;322,6582;0
0;325,8943;0
1;331,7728;0
